,학교종류명,설립구분,표준학교코드,학교명,영문학교명,관할조직명,도로명우편번호,도로명주소,도로명상세주소,전화번호,홈페이지주소,팩스번호,남녀공학구분명,고등학교구분명,산업체특별학급존재여부,고등학교일반실업구분명,특수목적고등학교계열명,입시전후기구분명,주야구분명,설립일자,개교기념일,시도교육청코드,시도교육청명,소재지명,적재일시,lng,lat
21,고등학교,사립,7011315,선정국제관광고등학교,Sunjung International Tourism High School,서울특별시교육청,3327,서울특별시 은평구 서오릉로20길 19,/ 선정국제관광고등학교 (갈현동),02-3156-1600,http://sjt.sen.hs.kr,02-352-5073,남여공학,특성화고,N,전문계,,전기,주간,19941005,19500522,B10,서울특별시교육청,서울특별시,20220731,126.9090316,37.61870451
22,고등학교,사립,7011312,계성고등학교,Gyeseong High School,서울특별시교육청,2720,서울특별시 성북구 길음로 63,/ 계성고등학교 (길음동),02-728-6100,gyeseong.sen.hs.kr,02-776-7086,남여공학,일반고,N,일반계,,후기,주간,19440908,19440908,B10,서울특별시교육청,서울특별시,20220731,127.0201836,37.6074936
23,고등학교,사립,7011311,서울항공비즈니스고등학교,SEOUL AERO BUSINESS HIGH SCHOOL,서울특별시교육청,7597,서울특별시 강서구 방화대로34길 13,(방화동),02-2665-5900,http://sab.sen.hs.kr,02-2666-0065,남여공학,특성화고,N,전문계,,전기,주간,19870109,19870605,B10,서울특별시교육청,서울특별시,20220731,126.8170408,37.56921778
24,고등학교,사립,7011213,서울컨벤션고등학교,SEOUL CONVENTION HIGH SCHOOL,서울특별시교육청,5225,서울특별시 강동구 동남로 964,/ 서울컨벤션고등학교 (고덕동),02-3427-7400,http://seoul-chs.sen.hs.kr,02-3427-7711,남여공학,특성화고,N,전문계,,전기,주간,19611215,19611215,B10,서울특별시교육청,서울특별시,20220731,127.1582159,37.55928456
25,고등학교,사립,7011186,대일관광고등학교,Daeil Tourism High School,서울특별시교육청,8051,서울특별시 양천구 신정이펜1로 11,/ 대일관광고등학교 (신정동/ 대일관광고등학교),070-4377-8871,http://daeil-tour.sen.hs.kr,02-2603-7361,여,특성화고,N,전문계,,전기,주간,19800926,19800926,B10,서울특별시교육청,서울특별시,20220731,126.8349067,37.51141377
26,고등학교,사립,7011184,예림디자인고등학교,Yerim Design High School,서울특별시교육청,8248,서울특별시 구로구 오리로21길 2,(궁동/예림디자인고등학교),02-2617-2333,http://yerim.sen.hs.kr,02-2615-5415,여,특성화고,N,전문계,,전기,주간,19651205,20211205,B10,서울특별시교육청,서울특별시,20220731,126.827683,37.50035507
27,고등학교,공립,7011180,서울도시과학기술고등학교,Seoul Urban Science Technical High School,서울특별시교육청,2736,서울특별시 성북구 종암로 196,(하월곡동/서울도시과학기술고등학교),02-940-2500,http://www.sust.hs.kr,02-940-2508,남여공학,특목고,N,전문계,산업수요 맞춤형 고등학교,전기,주간,19640108,19640108,B10,서울특별시교육청,서울특별시,20220731,127.0330442,37.6078128
28,고등학교,사립,7011179,성덕고등학교,Seongdeok High School,서울특별시교육청,5306,서울특별시 강동구 구천면로 396,(천호동),02-475-4620,http://ssd.hs.kr,02-3784-6939,남여공학,일반고,N,일반계,,후기,주간,19761228,19770905,B10,서울특별시교육청,서울특별시,20220731,127.1415413,37.54985454
29,고등학교,공립,7011169,가재울고등학교,Gajaeul High School,서울특별시교육청,3709,서울특별시 서대문구 수색로 100-35,(북가좌동),02-6351-0500,http://www.gajaeul.hs.kr,02-307-6605,남여공학,일반고,N,일반계,,후기,주간,20130301,20130501,B10,서울특별시교육청,서울특별시,20220731,126.9095297,37.5743637
30,고등학교,공립,7011113,휘봉고등학교,HWIBONG High School,서울특별시교육청,2511,서울특별시 동대문구 한천로 290,(휘경동),02-2116-7211,http://hwibong.sen.hs.kr,02-2249-7121,남여공학,일반고,N,일반계,,후기,주간,20120106,20120501,B10,서울특별시교육청,서울특별시,20220731,127.0689407,37.58637236
31,고등학교,공립,7011112,잠일고등학교,Jamil High School,서울특별시교육청,5501,서울특별시 송파구 백제고분로 21,(잠실동),02-2141-2000,http://jamil.sen.hs.kr,02-414-9973,남여공학,일반고,N,일반계,,후기,주간,20120301,20120506,B10,서울특별시교육청,서울특별시,20220731,127.0823677,37.51455438
32,고등학교,공립,7011111,구암고등학교,Guahm High School,서울특별시교육청,8723,서울특별시 관악구 성현로 57,(봉천동/구암고등학교),02-879-9823,http://www.guahm.hs.kr,02-879-1981,남여공학,일반고,N,일반계,,후기,주간,20120301,20120501,B10,서울특별시교육청,서울특별시,20220731,126.9497832,37.49245985
33,고등학교,국립,7011109,서울대학교사범대학부설고등학교,Seoul National University High School,교육부,2796,서울특별시 성북구 월곡로 6,(종암동),02-913-7305,https://snu.sen.hs.kr/,02-919-5275,남여공학,일반고,N,일반계,,후기,주간,19460901,19461015,B10,서울특별시교육청,서울특별시,20220731,127.0381204,37.59472384
34,고등학교,사립,7011089,화곡보건경영고등학교,Hwagok Nursing And Business High School,서울특별시교육청,7638,서울특별시 강서구 강서로45길 70,(내발산동/ 화곡보건경영고등학교),070-8644-6300,http://www.hwagok-gii.hs.kr,02-2664-2803,여,특성화고,N,전문계,,전기,주간,19870108,19870916,B10,서울특별시교육청,서울특별시,20220731,126.8326573,37.5484056
35,고등학교,사립,7011088,영신간호비즈니스고등학교,YOUNGSHIN NURSING BUSINESSS HIGH SCHOOL,서울특별시교육청,1721,서울특별시 노원구 중계로16나길 13,/ 영신간호비즈니스고등학교 (중계동),02-951-5772,http://youngshin.sen.hs.kr,02-3391-9702,여,특성화고,N,전문계,,전기,주간,19921007,19930508,B10,서울특별시교육청,서울특별시,20220731,127.0835087,37.65254851
36,고등학교,사립,7011087,홍익디자인고등학교,Hongik Design High School,서울특별시교육청,3977,서울특별시 마포구 성미산로 111,(연남동),02-3140-1256,http://hid.sen.hs.kr,02-3140-1340,여,특성화고,N,전문계,,전기,주간,19920727,19920727,B10,서울특별시교육청,서울특별시,20220731,126.9191663,37.56351064
37,고등학교,사립,7011086,동구마케팅고등학교,DONGGOO MARKETING HIGH SCHOOL,서울특별시교육청,2834,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동),02-762-1301,donggoo.sen.hs.kr,02-747-6525,여,특성화고,N,전문계,,전기,주간,19420617,19420617,B10,서울특별시교육청,서울특별시,20220731,127.0082153,37.59410587
38,고등학교,사립,7011085,송곡관광고등학교,Songgok Tourism High School,서울특별시교육청,2057,서울특별시 중랑구 양원역로 67,(망우동),02-432-1837,http://www.sgi.hs.kr,02-433-2183,여,특성화고,N,전문계,,전기,주간,19970902,19970524,B10,서울특별시교육청,서울특별시,20220731,127.1051455,37.60668904
39,고등학교,사립,7011084,세그루패션디자인고등학교,Segeuru Fashion Design High School,서울특별시교육청,1375,서울특별시 도봉구 시루봉로 53,/ 세그루패션디자인고등학교 (쌍문동),02-993-0211,http://sfd.sen.hs.kr,02-998-7912,여,특성화고,N,전문계,,전기,주간,19741227,19740915,B10,서울특별시교육청,서울특별시,20220731,127.0267031,37.65627502
40,고등학교,공립,7010985,삼각산고등학교,Samgaksan High School,서울특별시교육청,1199,서울특별시 강북구 삼양로19길 40,(미아동/삼각산고등학교),02-980-2290,http://samgaksan.hs.kr,02-989-6930,남여공학,일반고,N,일반계,,후기,주간,20110301,20110301,B10,서울특별시교육청,서울특별시,20220731,127.0201079,37.61628573
41,고등학교,공립,7010984,선사고등학교,SUNSA HIGH SCHOOL,서울특별시교육청,5237,서울특별시 강동구 고덕로25길 17,/ 선사고등학교 (암사동),02-426-1749,http://www.sunsa.hs.kr,02-426-1748,남여공학,일반고,N,일반계,,후기,주간,20110301,20110501,B10,서울특별시교육청,서울특별시,20220731,127.1357756,37.55631588
42,고등학교,공립,7010983,신도고등학교,SINDO HIGH SCHOOL,서울특별시교육청,3312,서울특별시 은평구 통일로 961,(진관동),02-3157-0021,http://www.sindo.hs.kr,02-3157-0035,남여공학,일반고,N,일반계,,후기,주간,20110301,20110301,B10,서울특별시교육청,서울특별시,20220731,126.9187486,37.62913251
43,고등학교,사립,7010965,동양고등학교,Dongyang High School,서울특별시교육청,7529,서울특별시 강서구 허준로 50,(가양동/동양고등학교),02-2657-0800,http://www.dongyang.hs.kr,02-3664-9463,남,일반고,N,일반계,,후기,주간,19530519,19530519,B10,서울특별시교육청,서울특별시,20220731,126.8468888,37.56903024
44,고등학교,공립,7010964,서울금융고등학교,Seoul Finance High School,서울특별시교육청,7909,서울특별시 양천구 가로공원로61길 19,/ 서울금융고등학교 (신월동),02-2694-3710,http://www.seoulfc.hs.kr,02-2690-6754,남여공학,특성화고,N,전문계,,전기,주간,19841217,19841217,B10,서울특별시교육청,서울특별시,20220731,126.8259146,37.53765955
45,고등학교,사립,7010962,은평메디텍고등학교,Eunpyeong MediTech High School,서울특별시교육청,3306,서울특별시 은평구 진관2로 57-57,(진관동/은평메디텍고등학교),070-4020-6800,http://www.eunpyeong.hs.kr,02-357-0836,남여공학,특성화고,N,전문계,,전기,주간,19700302,19910807,B10,서울특별시교육청,서울특별시,20220731,126.9297048,37.63534652
46,고등학교,사립,7010960,서울아이티고등학교,Seoul Information Technology High School,서울특별시교육청,1773,서울특별시 노원구 섬밭로 299,(중계동/서울아이티고등학교),02-948-1901,http://www.seoulit.hs.kr,02-977-8269,남여공학,특성화고,N,전문계,,전기,주간,19921030,19921030,B10,서울특별시교육청,서울특별시,20220731,127.0624493,37.64241844
47,고등학교,공립,7010959,문현고등학교,MUNHYEON HIGH SCHOOL,서울특별시교육청,5811,서울특별시 송파구 충민로 115,(장지동),02-6951-8702,http://munhyeon.sen.hs.kr,02-3012-0880,남여공학,일반고,N,일반계,,후기,주간,20100301,20100301,B10,서울특별시교육청,서울특별시,20220731,127.1287623,37.48131355
48,고등학교,공립,7010958,강일고등학교,GANGIL HIGH SCHOOL,서울특별시교육청,5213,서울특별시 강동구 아리수로98길 40,(강일동),02-428-6200,http://www.gang-il.hs.kr,02-428-6810,남여공학,일반고,N,일반계,,후기,주간,20100301,20100404,B10,서울특별시교육청,서울특별시,20220731,127.1779035,37.5638281
49,고등학교,사립,7010918,하나고등학교,Hana Academy Seoul,서울특별시교육청,3305,서울특별시 은평구 연서로 535,/ 하나고등학교 (진관동),02-6913-1111,http://www.hana.hs.kr,02-6913-1785,남여공학,자율고,N,일반계,,전기,주간,20090821,20091031,B10,서울특별시교육청,서울특별시,20220731,126.9369302,37.64163759
50,고등학교,공립,7010917,압구정고등학교,Apgujeong High School,서울특별시교육청,6003,서울특별시 강남구 압구정로39길 20,/ 압구정고등학교 (압구정동),02-549-0214,http://www.apgujeong.hs.kr/,02-515-8610,남여공학,일반고,N,일반계,,후기,주간,19861217,19870506,B10,서울특별시교육청,서울특별시,20220731,127.0327116,37.53113395
51,고등학교,사립,7010916,상일미디어고등학교,Sangil Media High School,서울특별시교육청,5282,서울특별시 강동구 천호대로219길 61,/ 상일미디어고등학교 (상일동),02-428-0733,http://www.sangilmedia.hs.kr,02-3427-0733,남여공학,특성화고,N,전문계,,전기,주간,19831226,19841006,B10,서울특별시교육청,서울특별시,20220731,127.1708235,37.54858748
52,고등학교,사립,7010911,한세사이버보안고등학교,Hansei Cyber Security High School,서울특별시교육청,4129,서울특별시 마포구 마포대로11길 44-80,(아현동),02-362-0130,http://www.hansei.org,02-312-3996,남여공학,특성화고,N,전문계,,전기,주간,19941005,19941005,B10,서울특별시교육청,서울특별시,20220731,126.9520784,37.55179832
53,고등학교,사립,7010910,염광여자메디텍고등학교,Yumkwang Girls` Meditech High School,서울특별시교육청,1874,서울특별시 노원구 월계로45가길 9,/ 염광여자메디텍고등학교 (월계동),02-994-3104,http://www.ykm.hs.kr,02-903-2813,여,특성화고,N,전문계,,전기,주간,19680301,19680301,B10,서울특별시교육청,서울특별시,20220731,127.0492646,37.63028445
54,고등학교,사립,7010908,리라아트고등학교,Lila Art High School,서울특별시교육청,4628,서울특별시 중구 소파로2길,/ 24 (예장동/리라아트고등학교),02-775-6541,http://www.lila.hs.kr,02-319-0681,남여공학,특성화고,N,전문계,,전기,주간,19520520,19520520,B10,서울특별시교육청,서울특별시,20220731,127.05047,37.6307787
55,고등학교,사립,7010906,서울공연예술고등학교,School of Performing Arts/ Seoul,서울특별시교육청,8249,서울특별시 구로구 오리로22나길 16-26,/ 서울공연예술고등학교 (궁동),02-3281-9760,http://sopa.hs.kr,02-3281-9768,남여공학,특목고,N,일반계,예술계열,전기,주간,19660306,19661002,B10,서울특별시교육청,서울특별시,20220731,126.8326087,37.49993066
56,고등학교,공립,7010889,성동글로벌경영고등학교,Seongdong Global Business High School,서울특별시교육청,4566,서울특별시 중구 퇴계로 375,(신당동/ 성동글로벌경영고등학교),02-2252-1932,http://sdglobal.sen.hs.kr,02-2235-7150,여,특성화고,N,전문계,,전기,주간,19610303,19610303,B10,서울특별시교육청,서울특별시,20220731,127.0135246,37.56585472
57,고등학교,공립,7010888,서울문화고등학교,Seoul Culture High School,서울특별시교육청,1338,서울특별시 도봉구 마들로 598,/ 서울문화고등학교 (방학동),02-955-9100,http://seoulculture.sen.hs.kr,02-3491-7697,남여공학,특성화고,N,전문계,,전기,주간,19831226,19840507,B10,서울특별시교육청,서울특별시,20220731,127.0472858,37.66413143
58,고등학교,공립,7010887,미양고등학교,Miyang High School,서울특별시교육청,1190,서울특별시 강북구 인수봉로 39,/ 미양고등학교 (미아동),02-982-6104,http://mi-yang.hs.kr,02-982-6106,남여공학,자율고,N,일반계,,후기,주간,20090301,20090610,B10,서울특별시교육청,서울특별시,20220731,127.0121792,37.62366717
59,고등학교,공립,7010886,성수고등학교,Seongsu High School,서울특별시교육청,4768,서울특별시 성동구 서울숲길 18,/ 성수고등학교 (성수동1가),02-6913-3520,http://seongsu.sen.hs.kr,02-461-3346,남여공학,일반고,N,일반계,,후기,주간,20090301,20090301,B10,서울특별시교육청,서울특별시,20220731,127.0382534,37.54734181
60,고등학교,공립,7010885,수명고등학교,Sumyeong High School,서울특별시교육청,7635,서울특별시 강서구 수명로2길 15,/ 수명고등학교 (내발산동),02-2660-5500,http://www.sumyeong.hs.kr,02-2660-5519,남여공학,일반고,N,일반계,,후기,주간,20090301,20090504,B10,서울특별시교육청,서울특별시,20220731,126.8247662,37.54976186
61,고등학교,공립,7010884,신도림고등학교,Shindorim High School,서울특별시교육청,8200,서울특별시 구로구 경인로67길 159,(신도림동/신도림고등학교),02-2068-7979,https://shindorim.sen.hs.kr/,02-2068-7622,남여공학,일반고,N,일반계,,후기,주간,20090301,20090301,B10,서울특별시교육청,서울특별시,20220731,126.8820838,37.51406292
62,고등학교,공립,7010883,진관고등학교,Jingwan High School,서울특별시교육청,3302,서울특별시 은평구 진관4로 26,(진관동),02-358-0783,http://www.jingwan.hs.kr,02-358-0866,남여공학,일반고,N,일반계,,후기,주간,20090102,20090604,B10,서울특별시교육청,서울특별시,20220731,126.9243825,37.64333857
63,고등학교,공립,7010882,은평고등학교,Eunpyeong High School,서울특별시교육청,3429,서울특별시 은평구 갈현로15길 47,(구산동/ 은평고등학교),02-383-0872,http://ep.sen.hs.kr,02-383-0860,남여공학,일반고,N,일반계,,후기,주간,20090301,20090301,B10,서울특별시교육청,서울특별시,20220731,126.905808,37.60915205
64,고등학교,사립,7010837,성암국제무역고등학교,Seong-Am International Trade High School,서울특별시교육청,1174,서울특별시 강북구 도봉로29길 52,(미아동/ 성암국제무역고등학교),02-2179-1717,http://seongam.sen.hs.kr,02-985-5399,여,특성화고,N,전문계,,전기,주간,19600219,19601001,B10,서울특별시교육청,서울특별시,20220731,127.0239059,37.62041353
65,고등학교,공립,7010836,서울방송고등학교,Seoul Broadcasting High School,서울특별시교육청,4731,서울특별시 성동구 동호로5길 131,(옥수동),02-2281-0091,https://seb.sen.hs.kr,02-2281-0095,남여공학,특성화고,N,전문계,,전기,주간,19911030,19911030,B10,서울특별시교육청,서울특별시,20220731,127.0110373,37.54777448
66,고등학교,사립,7010835,경복비즈니스고등학교,Kyungbok Business High School,서울특별시교육청,7589,서울특별시 강서구 화곡로 379,(등촌동),02-3661-3425,http://www.kbb.hs.kr,02-3661-8372,여,특성화고,N,전문계,,전기,주간,19721002,19721002,B10,서울특별시교육청,서울특별시,20220731,126.8526703,37.55809726
67,고등학교,사립,7010833,대동세무고등학교,Daedong Taxation High School,서울특별시교육청,3057,서울특별시 종로구 계동길 84-10,(계동),02-763-1631,http://daedong.sen.hs.kr,02-763-1632,남여공학,특성화고,N,전문계,,전기,주간,19250418,19250418,B10,서울특별시교육청,서울특별시,20220731,126.9879513,37.58158273
68,고등학교,공립,7010828,한강미디어고등학교,Hangang Media High School,서울특별시교육청,7206,서울특별시 영등포구 선유로55길 22,(양평동4가/한강미디어고등학교),02-2671-1448,http://www.hangang-ech.hs.kr,02-2635-6399,남여공학,특성화고,N,전문계,,전기,주간,19950110,19950110,B10,서울특별시교육청,서울특별시,20220731,126.897109,37.53930105
69,고등학교,공립,7010827,구현고등학교,Guhyun High School,서울특별시교육청,8217,서울특별시 구로구 경인로53가길 17,(구로동),02-2628-8916,http://www.guhyun.hs.kr,02-2628-8915,남여공학,자율고,N,일반계,,후기,주간,20080301,20080301,B10,서울특별시교육청,서울특별시,20220731,126.8744182,37.50228322
70,고등학교,사립,7010818,해성여자고등학교,Haesung Girls’ High School,서울특별시교육청,2505,서울특별시 동대문구 전농로20길 31,(전농동/해성여자고등학교),02-2244-5318,http://haesung-g.hs.kr,070-8769-9458,여,일반고,N,일반계,,후기,주간,20080301,20080301,B10,서울특별시교육청,서울특별시,20220731,127.0569769,37.5818726
71,고등학교,공립,7010817,서울국제고등학교,Seoul Global High School,서울특별시교육청,3066,서울특별시 종로구 성균관로13길 40,/ 서울국제고 (명륜1가),02-743-9385,http://sghs.sen.hs.kr,02-743-9409,남여공학,특목고,N,일반계,국제계열,전기,주간,20070719,20080507,B10,서울특별시교육청,서울특별시,20220731,126.9954907,37.59179115
72,고등학교,공립,7010816,세종과학고등학교,Sejong Science High School,서울특별시교육청,8258,서울특별시 구로구 오리로21길 79,(궁동),02-2060-4133,http://www.sjsh.hs.kr,02-2060-4144,남여공학,특목고,N,일반계,과학계열,전기,주간,20080301,20080415,B10,서울특별시교육청,서울특별시,20220731,126.8273517,37.4975694
73,고등학교,사립,7010813,보인고등학교,Boin High School,서울특별시교육청,5742,서울특별시 송파구 오금로49길 18,/ 보인고등학교 (오금동),02-2043-6021,http://www.boin.hs.kr,02-449-8063,남,자율고,N,일반계,,전기,주간,19080608,19080608,B10,서울특별시교육청,서울특별시,20220731,127.1395178,37.4975692
74,고등학교,사립,7010811,해성국제컨벤션고등학교,HAESUNG INTERNATIONAL CONVENTION HIGH SCHOOL,서울특별시교육청,2505,서울특별시 동대문구 전농로20길 31,/ 해성국제컨벤션고등학교 (전농동),070-8786-1300,http://www.haesung.hs.kr,02-2214-1958,여,특성화고,N,전문계,,전기,주간,19560328,19610404,B10,서울특별시교육청,서울특별시,20220731,127.0569769,37.5818726
75,고등학교,사립,7010810,예일디자인고등학교,Yale Design High School,서울특별시교육청,3412,서울특별시 은평구 연서로 117,/ 예일디자인고등학교 (구산동),02-380-0855,http://yaledesign.sen.hs.kr,02-380-0880,여,특성화고,N,전문계,,전기,주간,19930926,19930926,B10,서울특별시교육청,서울특별시,20220731,126.9147928,37.6109459
76,고등학교,공립,7010809,서울전자고등학교,Seoul Electronics High School,서울특별시교육청,6761,서울특별시 서초구 과천대로 852-23,(방배동),02-6011-4100,http://e-seoul.sen.hs.kr,02-597-9693,남여공학,특성화고,N,전문계,,전기,주간,19940105,19940506,B10,서울특별시교육청,서울특별시,20220731,126.9882459,37.46949097
