"학교종류명","설립구분","표준학교코드","학교명","영문학교명","관할조직명","도로명우편번호","도로명주소","도로명상세주소","전화번호","홈페이지주소","팩스번호","남녀공학구분명","고등학교구분명","산업체특별학급존재여부","고등학교일반실업구분명","특수목적고등학교계열명","입시전후기구분명","주야구분명","설립일자","개교기념일","시도교육청코드","시도교육청명","소재지명","적재일시"
"고등학교","사립","7010962","은평메디텍고등학교","Eunpyeong MediTech High School","서울특별시교육청","03306","서울특별시 은평구 진관2로 57-57","(진관동/은평메디텍고등학교)","070-4020-6800","http://www.eunpyeong.hs.kr","02-357-0836","남여공학","특성화고","N","전문계","","전기","주간","19700302","19910807","B10","서울특별시교육청","서울특별시","20220731"
"고등학교","사립","7010960","서울아이티고등학교","Seoul Information Technology High School","서울특별시교육청","01773","서울특별시 노원구 섬밭로 299","(중계동/서울아이티고등학교)","02-948-1901","http://www.seoulit.hs.kr","02-977-8269","남여공학","특성화고","N","전문계","","전기","주간","19921030","19921030","B10","서울특별시교육청","서울특별시","20220731"
"고등학교","공립","7010959","문현고등학교","MUNHYEON HIGH SCHOOL","서울특별시교육청","05811","서울특별시 송파구 충민로 115","(장지동)","02-6951-8702","http://munhyeon.sen.hs.kr","02-3012-0880","남여공학","일반고","N","일반계","","후기","주간","20100301","20100301","B10","서울특별시교육청","서울특별시","20220731"
"고등학교","공립","7010958","강일고등학교","GANGIL HIGH SCHOOL","서울특별시교육청","05213","서울특별시 강동구 아리수로98길 40","(강일동)","02-428-6200","http://www.gang-il.hs.kr","02-428-6810","남여공학","일반고","N","일반계","","후기","주간","20100301","20100404","B10","서울특별시교육청","서울특별시","20220731"
"고등학교","사립","7010918","하나고등학교","Hana Academy Seoul","서울특별시교육청","03305","서울특별시 은평구 연서로 535","/ 하나고등학교 (진관동)","02-6913-1111","http://www.hana.hs.kr","02-6913-1785","남여공학","자율고","N","일반계","","전기","주간","20090821","20091031","B10","서울특별시교육청","서울특별시","20220731"
"고등학교","공립","7010917","압구정고등학교","Apgujeong High School","서울특별시교육청","06003","서울특별시 강남구 압구정로39길 20","/ 압구정고등학교 (압구정동)","02-549-0214","http://www.apgujeong.hs.kr/","02-515-8610","남여공학","일반고","N","일반계","","후기","주간","19861217","19870506","B10","서울특별시교육청","서울특별시","20220731"
"고등학교","사립","7010916","상일미디어고등학교","Sangil Media High School","서울특별시교육청","05282","서울특별시 강동구 천호대로219길 61","/ 상일미디어고등학교 (상일동)","02-428-0733","http://www.sangilmedia.hs.kr","02-3427-0733","남여공학","특성화고","N","전문계","","전기","주간","19831226","19841006","B10","서울특별시교육청","서울특별시","20220731"
"고등학교","사립","7010911","한세사이버보안고등학교","Hansei Cyber Security High School","서울특별시교육청","04129","서울특별시 마포구 마포대로11길 44-80","(아현동)","02-362-0130","http://www.hansei.org","02-312-3996","남여공학","특성화고","N","전문계","","전기","주간","19941005","19941005","B10","서울특별시교육청","서울특별시","20220731"
"고등학교","사립","7010910","염광여자메디텍고등학교","Yumkwang Girls` Meditech High School","서울특별시교육청","01874","서울특별시 노원구 월계로45가길 9","/ 염광여자메디텍고등학교 (월계동)","02-994-3104","http://www.ykm.hs.kr","02-903-2813","여","특성화고","N","전문계","","전기","주간","19680301","19680301","B10","서울특별시교육청","서울특별시","20220731"
"고등학교","사립","7010908","리라아트고등학교","Lila Art High School","서울특별시교육청","04628","서울특별시 중구 소파로2길","/ 24 (예장동/리라아트고등학교)","02-775-6541","http://www.lila.hs.kr","02-319-0681","남여공학","특성화고","N","전문계","","전기","주간","19520520","19520520","B10","서울특별시교육청","서울특별시","20220731"
"고등학교","사립","7010906","서울공연예술고등학교","School of Performing Arts/ Seoul","서울특별시교육청","08249","서울특별시 구로구 오리로22나길 16-26","/ 서울공연예술고등학교 (궁동)","02-3281-9760","http://sopa.hs.kr","02-3281-9768","남여공학","특목고","N","일반계","예술계열","전기","주간","19660306","19661002","B10","서울특별시교육청","서울특별시","20220731"
"고등학교","공립","7010889","성동글로벌경영고등학교","Seongdong Global Business High School","서울특별시교육청","04566","서울특별시 중구 퇴계로 375","(신당동/ 성동글로벌경영고등학교)","02-2252-1932","http://sdglobal.sen.hs.kr","02-2235-7150","여","특성화고","N","전문계","","전기","주간","19610303","19610303","B10","서울특별시교육청","서울특별시","20220731"
"고등학교","공립","7010888","서울문화고등학교","Seoul Culture High School","서울특별시교육청","01338","서울특별시 도봉구 마들로 598","/ 서울문화고등학교 (방학동)","02-955-9100","http://seoulculture.sen.hs.kr","02-3491-7697","남여공학","특성화고","N","전문계","","전기","주간","19831226","19840507","B10","서울특별시교육청","서울특별시","20220731"
"고등학교","공립","7010887","미양고등학교","Miyang High School","서울특별시교육청","01190","서울특별시 강북구 인수봉로 39","/ 미양고등학교 (미아동)","02-982-6104","http://mi-yang.hs.kr","02-982-6106","남여공학","자율고","N","일반계","","후기","주간","20090301","20090610","B10","서울특별시교육청","서울특별시","20220731"
"고등학교","공립","7010886","성수고등학교","Seongsu High School","서울특별시교육청","04768","서울특별시 성동구 서울숲길 18","/ 성수고등학교 (성수동1가)","02-6913-3520","http://seongsu.sen.hs.kr","02-461-3346","남여공학","일반고","N","일반계","","후기","주간","20090301","20090301","B10","서울특별시교육청","서울특별시","20220731"
"고등학교","공립","7010885","수명고등학교","Sumyeong High School","서울특별시교육청","07635","서울특별시 강서구 수명로2길 15","/ 수명고등학교 (내발산동)","02-2660-5500","http://www.sumyeong.hs.kr","02-2660-5519","남여공학","일반고","N","일반계","","후기","주간","20090301","20090504","B10","서울특별시교육청","서울특별시","20220731"
"고등학교","공립","7010884","신도림고등학교","Shindorim High School","서울특별시교육청","08200","서울특별시 구로구 경인로67길 159","(신도림동/신도림고등학교)","02-2068-7979","https://shindorim.sen.hs.kr/","02-2068-7622","남여공학","일반고","N","일반계","","후기","주간","20090301","20090301","B10","서울특별시교육청","서울특별시","20220731"
"고등학교","공립","7010883","진관고등학교","Jingwan High School","서울특별시교육청","03302","서울특별시 은평구 진관4로 26","(진관동)","02-358-0783","http://www.jingwan.hs.kr","02-358-0866","남여공학","일반고","N","일반계","","후기","주간","20090102","20090604","B10","서울특별시교육청","서울특별시","20220731"
"고등학교","공립","7010882","은평고등학교","Eunpyeong High School","서울특별시교육청","03429","서울특별시 은평구 갈현로15길 47","(구산동/ 은평고등학교)","02-383-0872","http://ep.sen.hs.kr","02-383-0860","남여공학","일반고","N","일반계","","후기","주간","20090301","20090301","B10","서울특별시교육청","서울특별시","20220731"
"고등학교","사립","7010837","성암국제무역고등학교","Seong-Am International Trade High School","서울특별시교육청","01174","서울특별시 강북구 도봉로29길 52","(미아동/ 성암국제무역고등학교)","02-2179-1717","http://seongam.sen.hs.kr","02-985-5399","여","특성화고","N","전문계","","전기","주간","19600219","19601001","B10","서울특별시교육청","서울특별시","20220731"
"고등학교","공립","7010836","서울방송고등학교","Seoul Broadcasting High School","서울특별시교육청","04731","서울특별시 성동구 동호로5길 131","(옥수동)","02-2281-0091","https://seb.sen.hs.kr","02-2281-0095","남여공학","특성화고","N","전문계","","전기","주간","19911030","19911030","B10","서울특별시교육청","서울특별시","20220731"
"고등학교","사립","7010835","경복비즈니스고등학교","Kyungbok Business High School","서울특별시교육청","07589","서울특별시 강서구 화곡로 379","(등촌동)","02-3661-3425","http://www.kbb.hs.kr","02-3661-8372","여","특성화고","N","전문계","","전기","주간","19721002","19721002","B10","서울특별시교육청","서울특별시","20220731"
"고등학교","사립","7010833","대동세무고등학교","Daedong Taxation High School","서울특별시교육청","03057","서울특별시 종로구 계동길 84-10","(계동)","02-763-1631","http://daedong.sen.hs.kr","02-763-1632","남여공학","특성화고","N","전문계","","전기","주간","19250418","19250418","B10","서울특별시교육청","서울특별시","20220731"
"고등학교","공립","7010828","한강미디어고등학교","Hangang Media High School","서울특별시교육청","07206","서울특별시 영등포구 선유로55길 22","(양평동4가/한강미디어고등학교)","02-2671-1448","http://www.hangang-ech.hs.kr","02-2635-6399","남여공학","특성화고","N","전문계","","전기","주간","19950110","19950110","B10","서울특별시교육청","서울특별시","20220731"
"고등학교","공립","7010827","구현고등학교","Guhyun High School","서울특별시교육청","08217","서울특별시 구로구 경인로53가길 17","(구로동)","02-2628-8916","http://www.guhyun.hs.kr","02-2628-8915","남여공학","자율고","N","일반계","","후기","주간","20080301","20080301","B10","서울특별시교육청","서울특별시","20220731"
"고등학교","사립","7010818","해성여자고등학교","Haesung Girls’ High School","서울특별시교육청","02505","서울특별시 동대문구 전농로20길 31","(전농동/해성여자고등학교)","02-2244-5318","http://haesung-g.hs.kr","070-8769-9458","여","일반고","N","일반계","","후기","주간","20080301","20080301","B10","서울특별시교육청","서울특별시","20220731"
"고등학교","공립","7010817","서울국제고등학교","Seoul Global High School","서울특별시교육청","03066","서울특별시 종로구 성균관로13길 40","/ 서울국제고 (명륜1가)","02-743-9385","http://sghs.sen.hs.kr","02-743-9409","남여공학","특목고","N","일반계","국제계열","전기","주간","20070719","20080507","B10","서울특별시교육청","서울특별시","20220731"
"고등학교","공립","7010816","세종과학고등학교","Sejong Science High School","서울특별시교육청","08258","서울특별시 구로구 오리로21길 79","(궁동)","02-2060-4133","http://www.sjsh.hs.kr","02-2060-4144","남여공학","특목고","N","일반계","과학계열","전기","주간","20080301","20080415","B10","서울특별시교육청","서울특별시","20220731"
"고등학교","사립","7010813","보인고등학교","Boin High School","서울특별시교육청","05742","서울특별시 송파구 오금로49길 18","/ 보인고등학교 (오금동)","02-2043-6021","http://www.boin.hs.kr","02-449-8063","남","자율고","N","일반계","","전기","주간","19080608","19080608","B10","서울특별시교육청","서울특별시","20220731"
"고등학교","사립","7010811","해성국제컨벤션고등학교","HAESUNG INTERNATIONAL CONVENTION HIGH SCHOOL","서울특별시교육청","02505","서울특별시 동대문구 전농로20길 31","/ 해성국제컨벤션고등학교 (전농동)","070-8786-1300","http://www.haesung.hs.kr","02-2214-1958","여","특성화고","N","전문계","","전기","주간","19560328","19610404","B10","서울특별시교육청","서울특별시","20220731"
"고등학교","사립","7010810","예일디자인고등학교","Yale Design High School","서울특별시교육청","03412","서울특별시 은평구 연서로 117","/ 예일디자인고등학교 (구산동)","02-380-0855","http://yaledesign.sen.hs.kr","02-380-0880","여","특성화고","N","전문계","","전기","주간","19930926","19930926","B10","서울특별시교육청","서울특별시","20220731"
"고등학교","공립","7010809","서울전자고등학교","Seoul Electronics High School","서울특별시교육청","06761","서울특별시 서초구 과천대로 852-23","(방배동)","02-6011-4100","http://e-seoul.sen.hs.kr","02-597-9693","남여공학","특성화고","N","전문계","","전기","주간","19940105","19940506","B10","서울특별시교육청","서울특별시","20220731"
"고등학교","공립","7010808","덕수고등학교","Duksoo High School","서울특별시교육청","04764","서울특별시 성동구 왕십리로 199","(행당동)","02-2292-5707","http://duksoo.sen.hs.kr","02-2299-0703","남여공학","특성화고","N","전문계","","전기","주간","19100413","19100413","B10","서울특별시교육청","서울특별시","20220731"
"고등학교","공립","7010806","상암고등학교","Sang-am High School","서울특별시교육청","03903","서울특별시 마포구 월드컵북로 445","(상암동)","02-373-0041","http://www.sangam.hs.kr","02-373-0068","남여공학","자율고","N","일반계","","후기","주간","20070104","20070510","B10","서울특별시교육청","서울특별시","20220731"
"고등학교","공립","7010805","원묵고등학교","Wonmook High School","서울특별시교육청","02041","서울특별시 중랑구 숙선옹주로 82","/ 원묵고등학교 (묵동)","02-3422-3573","http://wonmook.hs.kr","02-3422-2578","남여공학","자율고","N","일반계","","후기","주간","20031219","20070531","B10","서울특별시교육청","서울특별시","20220731"
"고등학교","사립","7010797","고려대학교사범대학부속고등학교","Korea University High School","서울특별시교육청","02708","서울특별시 성북구 정릉로 161","/ 고려대학교사범대학부속고등학교 (정릉동)","02-914-7483","http://koreahi.hs.kr","02-942-0732","남","일반고","N","일반계","","후기","주간","19680311","19680311","B10","서울특별시교육청","서울특별시","20220731"
"고등학교","사립","7010795","서울영상고등학교","Seoul Visual Media High School","서울특별시교육청","08021","서울특별시 양천구 목동로11길 46","/ 서울영상고등학교 (신정동)","02-2602-7121","youngsang.hs.kr","02-2606-1804","남여공학","특성화고","N","전문계","","전기","주간","19611208","19611208","B10","서울특별시교육청","서울특별시","20220731"
"고등학교","사립","7010793","한양대학교사범대학부속고등학교","Hanyang High School Attached to the College of Education/ Hanyang University","서울특별시교육청","04761","서울특별시 성동구 마조로 42","(사근동)","02-2200-3520","http://www.hanyang-u.hs.kr/","02-2298-3173","남여공학","자율고","N","일반계","","전기","주간","19600515","19600515","B10","서울특별시교육청","서울특별시","20220731"
